date,search_ad_spend_est,live_ad_spend_est,search_ad_spend_lag3,live_ad_spend_lag3,search_ad_spend_7d_sum,live_ad_spend_7d_sum,competitor_event_flag,competitor_event_flag_lag3,month,proxy_sales
2019-07-30,4158.232088114928,0.0,9283.811268294685,0.0,39939.628506327,0.0,0.0,0.0,7,2030782.728622959
2019-07-31,7156.230697650847,0.0,6672.80008157626,0.0,42744.011939475255,0.0,0.0,0.0,7,3779571.344486188
2019-08-01,4738.591757362259,0.0,7059.54457443593,0.0,42744.011939475255,0.0,0.0,0.0,8,2369317.369518936
2019-08-02,3964.859841685093,0.0,4158.232088114928,0.0,43034.070309120005,0.0,0.0,0.0,8,1917985.083519067
2019-08-03,2224.2666938587536,0.0,7156.230697650847,0.0,35974.525734684066,0.0,0.0,0.0,8,902664.571999738
2019-08-04,4351.8472645025895,0.0,4738.591757362259,0.0,33653.5729176104,0.0,0.0,0.0,8,2143722.079311152
2019-08-05,5705.69591946926,0.0,3964.859841685093,0.0,32299.72426264373,0.0,0.0,0.0,8,2933447.300622697
2019-08-06,3868.173718470176,0.0,2224.2666938587536,0.0,32009.665892998975,0.0,0.0,0.0,8,1861586.2609671208
2019-08-07,7059.54457443593,0.0,4351.8472645025895,0.0,31912.979769784062,0.0,0.0,0.0,8,3723172.5219342425
2019-08-08,5995.754289114013,0.0,5705.69591946926,0.0,33170.142301535816,0.0,0.0,0.0,8,3102643.7682785355
